FinalCustomerName,Segment,BU,DU,Month,NetAvailableHours
A44,Plant Engineering,FMCG,FMCG,Jan,78
A44,Plant Engineering,FMCG,FMCG,Feb,75
A44,Plant Engineering,FMCG,FMCG,Mar,108
A44,Plant Engineering,FMCG,FMCG,Apr,96
A44,Plant Engineering,FMCG,FMCG,May,144
A46,Plant Engineering,FMCG,FMCG,Apr,134
A46,Plant Engineering,FMCG,FMCG,May,134
A47,Plant Engineering,FMCG,FMCG,Jan,349
A47,Plant Engineering,FMCG,FMCG,Feb,1055
A47,Plant Engineering,FMCG,FMCG,Mar,1333
A47,Plant Engineering,FMCG,FMCG,Apr,3177
A47,Plant Engineering,FMCG,FMCG,May,3407
A47,Plant Engineering,FMCG,FMCG,Jun,1073
A47,Plant Engineering,FMCG,PSCG,Mar,19
A47,Plant Engineering,O&G and Chemicals,Chemicals,Jun,11
A47,Plant Engineering,O&G and Chemicals,Oil & Gas,Jun,17
A47,Plant Engineering,Plant Engineering,Oil & Gas,Mar,190
A48,Plant Engineering,FMCG,FMCG,Apr,352
A48,Plant Engineering,FMCG,FMCG,May,411
A49,Industrial Products,FMCG,FMCG,Jan,106
A49,Industrial Products,FMCG,FMCG,Feb,172
A49,Industrial Products,FMCG,FMCG,Mar,173
A49,Industrial Products,FMCG,FMCG,Apr,180
A49,Industrial Products,FMCG,FMCG,May,156
A49,Industrial Products,FMCG,FMCG,Jun,210
A5,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Jan,2029
A5,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Feb,2470
A5,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Mar,2585
A5,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Apr,2928
A5,Plant Engineering,Digital Manufacturing Services,Mechanical Services,May,2973
A5,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Jun,2538
A5,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,Jan,194
A5,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,Feb,176
A5,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,Mar,176
A5,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,Apr,194
A5,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,May,185
A5,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,Jun,185
A5,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jan,296
A5,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Feb,296
A5,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Mar,280
A5,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Apr,485
A5,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,May,701
A5,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jun,349
A5,Plant Engineering,FMCG,FMCG,Jan,765
A5,Plant Engineering,FMCG,FMCG,Feb,925
A5,Plant Engineering,FMCG,FMCG,Mar,322
A5,Plant Engineering,FMCG,FMCG,Apr,444
A5,Plant Engineering,FMCG,FMCG,May,991
A5,Plant Engineering,FMCG,FMCG,Jun,933
A50,Media & Technology,FMCG,FMCG,Jan,2894
A50,Media & Technology,FMCG,FMCG,Feb,2303
A50,Media & Technology,FMCG,FMCG,Mar,2291
A50,Media & Technology,FMCG,FMCG,Apr,2461
A50,Media & Technology,FMCG,FMCG,Jun,1273
A50,Media & Technology,FMCG,PSCG,Jan,55
A50,Media & Technology,FMCG,PSCG,Feb,32
A50,Media & Technology,FMCG,PSCG,Mar,14
A50,Plant Engineering,FMCG,FMCG,Jan,370
A50,Plant Engineering,FMCG,FMCG,Feb,334
A50,Plant Engineering,FMCG,FMCG,Mar,370
A50,Plant Engineering,FMCG,FMCG,Apr,175
A50,Plant Engineering,FMCG,FMCG,May,1464
A50,Plant Engineering,FMCG,FMCG,Jun,370
A50,Plant Engineering,Plant Engineering,Oil & Gas,Jan,22
A50,Plant Engineering,Plant Engineering,Oil & Gas,Feb,5
A50,Plant Engineering,Plant Engineering,Oil & Gas,Mar,5
A52,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jan,2694
A52,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Feb,2321
A52,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Mar,2467
A52,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Apr,1184
A52,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,May,1276
A52,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jun,1691
A52,Plant Engineering,Digital Products & Services,Analytics & AI,Jan,185
A52,Plant Engineering,Digital Products & Services,Analytics & AI,Feb,176
A52,Plant Engineering,Digital Products & Services,Analytics & AI,Mar,176
A52,Plant Engineering,FMCG,FMCG,Jan,2058
A52,Plant Engineering,FMCG,FMCG,Feb,1855
A52,Plant Engineering,FMCG,FMCG,Mar,1810
A52,Plant Engineering,FMCG,FMCG,Apr,1535
A52,Plant Engineering,FMCG,FMCG,May,1491
A52,Plant Engineering,FMCG,FMCG,Jun,1205
A52,Plant Engineering,FMCG,PSCG,Jan,34
A52,Plant Engineering,FMCG,PSCG,Feb,28
A52,Plant Engineering,Plant Engineering,Oil & Gas,Feb,50
A52,Plant Engineering,Plant Engineering,Oil & Gas,Mar,20
A53,Plant Engineering,FMCG,FMCG,Jan,993
A53,Plant Engineering,FMCG,FMCG,Feb,1718
A53,Plant Engineering,FMCG,FMCG,Mar,2160
A53,Plant Engineering,FMCG,FMCG,Apr,2779
A53,Plant Engineering,FMCG,FMCG,May,2201
A53,Plant Engineering,FMCG,FMCG,Jun,2309
A53,Plant Engineering,FMCG,PSCG,Jan,28
A53,Plant Engineering,FMCG,PSCG,Feb,26
A53,Plant Engineering,FMCG,PSCG,Mar,28
A53,Plant Engineering,FMCG,PSCG,Apr,36
A53,Plant Engineering,FMCG,PSCG,May,36
A53,Plant Engineering,FMCG,PSCG,Jun,34
A53,Plant Engineering,O&G and Chemicals,Chemicals,Jun,15
A53,Plant Engineering,O&G and Chemicals,Oil & Gas,Jun,91
A53,Plant Engineering,Plant Engineering,Exxon Mobil,Feb,12
A53,Plant Engineering,Plant Engineering,Oil & Gas,Mar,32
A54,Plant Engineering,FMCG,FMCG,Jan,168
A54,Plant Engineering,FMCG,FMCG,Feb,146
A54,Plant Engineering,FMCG,FMCG,Mar,121
A54,Plant Engineering,FMCG,FMCG,Apr,-4
